Leaf Size,In Sample RMSE,Out of Sample RMSE
989,0.011770075,0.008258633
990,0.011770075,0.008258633
991,0.011770075,0.008258633
992,0.011770075,0.008258633
993,0.011770075,0.008258633
994,0.011770075,0.008258633
995,0.011770075,0.008258633
996,0.011770075,0.008258633
997,0.011770075,0.008258633
998,0.011770075,0.008258633
999,0.011770075,0.008258633
1000,0.011770075,0.008258633
1001,0.011770075,0.008258633
1002,0.011770075,0.008258633
1003,0.011770075,0.008258633
1004,0.011770075,0.008258633
1005,0.011770075,0.008258633
1006,0.011770075,0.008258633
1007,0.011770075,0.008258633
1008,0.011770075,0.008258633
1009,0.011770075,0.008258633
1010,0.011770075,0.008258633
1011,0.011770075,0.008258633
1012,0.011770075,0.008258633
1013,0.011770075,0.008258633
1014,0.011770075,0.008258633
1015,0.011770075,0.008258633
1016,0.011770075,0.008258633
1017,0.011770075,0.008258633
1018,0.011770075,0.008258633
1019,0.011770075,0.008258633
1020,0.011770075,0.008258633
1021,0.011770075,0.008258633
1022,0.011770075,0.008258633
1023,0.011770075,0.008258633
1024,0.011770075,0.008258633
1025,0.011770075,0.008258633
1026,0.011770075,0.008258633
1027,0.011770075,0.008258633
1028,0.011770075,0.008258633
1029,0.011770075,0.008258633
1030,0.011770075,0.008258633
1031,0.011770075,0.008258633
1032,0.011770075,0.008258633
1033,0.011770075,0.008258633
1034,0.011770075,0.008258633
1035,0.011770075,0.008258633
1036,0.011770075,0.008258633
1037,0.011770075,0.008258633
1038,0.011770075,0.008258633
1039,0.011770075,0.008258633
1040,0.011770075,0.008258633
1041,0.011770075,0.008258633
1042,0.011770075,0.008258633
1043,0.011770075,0.008258633
1044,0.011770075,0.008258633
1045,0.011770075,0.008258633
1046,0.011770075,0.008258633
1047,0.011770075,0.008258633
1048,0.011770075,0.008258633
1049,0.011770075,0.008258633
1050,0.011770075,0.008258633
1051,0.011770075,0.008258633
1052,0.011770075,0.008258633
1053,0.011770075,0.008258633
1054,0.011770075,0.008258633
1055,0.011770075,0.008258633
1056,0.011770075,0.008258633
1057,0.011770075,0.008258633
1058,0.011770075,0.008258633
1059,0.011770075,0.008258633
1060,0.011770075,0.008258633
1061,0.011770075,0.008258633
1062,0.011770075,0.008258633
1063,0.011770075,0.008258633
1064,0.011770075,0.008258633
1065,0.011770075,0.008258633
1066,0.011770075,0.008258633
1067,0.011770075,0.008258633
1068,0.011770075,0.008258633
1069,0.011770075,0.008258633
1070,0.011770075,0.008258633
1071,0.011770075,0.008258633
1072,0.011770075,0.008258633
1073,0.011770075,0.008258633
1074,0.011770075,0.008258633
1075,0.011770075,0.008258633
1076,0.011770075,0.008258633
1077,0.011770075,0.008258633
1078,0.011770075,0.008258633
1079,0.011770075,0.008258633
1080,0.011770075,0.008258633
1081,0.011770075,0.008258633
1082,0.011770075,0.008258633
1083,0.011770075,0.008258633
1084,0.011770075,0.008258633
1085,0.011770075,0.008258633
1086,0.011770075,0.008258633
1087,0.011770075,0.008258633
1088,0.011770075,0.008258633
1089,0.011770075,0.008258633
1090,0.011770075,0.008258633
1091,0.011770075,0.008258633
1092,0.011770075,0.008258633
1093,0.011770075,0.008258633
1094,0.011770075,0.008258633
1095,0.011770075,0.008258633
1096,0.011770075,0.008258633
1097,0.011770075,0.008258633
1098,0.011770075,0.008258633
1099,0.011770075,0.008258633
1100,0.011770075,0.008258633
1101,0.011770075,0.008258633
1102,0.011770075,0.008258633
1103,0.011770075,0.008258633
1104,0.011770075,0.008258633
1105,0.011770075,0.008258633
1106,0.011770075,0.008258633
1107,0.011770075,0.008258633
1108,0.011770075,0.008258633
1109,0.011770075,0.008258633
1110,0.011770075,0.008258633
1111,0.011770075,0.008258633
1112,0.011770075,0.008258633
1113,0.011770075,0.008258633
1114,0.011770075,0.008258633
1115,0.011770075,0.008258633
1116,0.011770075,0.008258633
1117,0.011770075,0.008258633
1118,0.011770075,0.008258633
1119,0.011770075,0.008258633
1120,0.011770075,0.008258633
1121,0.011770075,0.008258633
1122,0.011770075,0.008258633
1123,0.011770075,0.008258633
1124,0.011770075,0.008258633
1125,0.011770075,0.008258633
1126,0.011770075,0.008258633
1127,0.011770075,0.008258633
1128,0.011770075,0.008258633
1129,0.011770075,0.008258633
1130,0.011770075,0.008258633
1131,0.011770075,0.008258633
1132,0.011770075,0.008258633
1133,0.011770075,0.008258633
1134,0.011770075,0.008258633
1135,0.011770075,0.008258633
1136,0.011770075,0.008258633
1137,0.011770075,0.008258633
1138,0.011770075,0.008258633
1139,0.011770075,0.008258633
1140,0.011770075,0.008258633
1141,0.011770075,0.008258633
1142,0.011770075,0.008258633
1143,0.011770075,0.008258633
1144,0.011770075,0.008258633
1145,0.011770075,0.008258633
1146,0.011770075,0.008258633
1147,0.011770075,0.008258633
1148,0.011770075,0.008258633
1149,0.011770075,0.008258633
1150,0.011770075,0.008258633
1151,0.011770075,0.008258633
1152,0.011770075,0.008258633
1153,0.011770075,0.008258633
1154,0.011770075,0.008258633
1155,0.011770075,0.008258633
1156,0.011770075,0.008258633
1157,0.011770075,0.008258633
1158,0.011770075,0.008258633
1159,0.011770075,0.008258633
1160,0.011770075,0.008258633
1161,0.011770075,0.008258633
1162,0.011770075,0.008258633
1163,0.011770075,0.008258633
1164,0.011770075,0.008258633
1165,0.011770075,0.008258633
1166,0.011770075,0.008258633
1167,0.011770075,0.008258633
1168,0.011770075,0.008258633
1169,0.011770075,0.008258633
1170,0.011770075,0.008258633
1171,0.011770075,0.008258633
1172,0.011770075,0.008258633
1173,0.011770075,0.008258633
1174,0.011770075,0.008258633
1175,0.011770075,0.008258633
1176,0.011770075,0.008258633
1177,0.011770075,0.008258633
1178,0.011770075,0.008258633
1179,0.011770075,0.008258633
1180,0.011770075,0.008258633
1181,0.011770075,0.008258633
1182,0.011770075,0.008258633
1183,0.011770075,0.008258633
1184,0.011770075,0.008258633
1185,0.011770075,0.008258633
1186,0.011770075,0.008258633
1187,0.011770075,0.008258633
1188,0.011770075,0.008258633
1189,0.011770075,0.008258633
1190,0.011770075,0.008258633
1191,0.011770075,0.008258633
1192,0.011770075,0.008258633
1193,0.011770075,0.008258633
1194,0.011770075,0.008258633
1195,0.011770075,0.008258633
1196,0.011770075,0.008258633
1197,0.011770075,0.008258633
1198,0.011770075,0.008258633
1199,0.011770075,0.008258633
1200,0.011770075,0.008258633
1201,0.011770075,0.008258633
1202,0.011770075,0.008258633
1203,0.011770075,0.008258633
1204,0.011770075,0.008258633
1205,0.011770075,0.008258633
1206,0.011770075,0.008258633
1207,0.011770075,0.008258633
1208,0.011770075,0.008258633
1209,0.011770075,0.008258633
1210,0.011770075,0.008258633
1211,0.011770075,0.008258633
1212,0.011770075,0.008258633
1213,0.011770075,0.008258633
1214,0.011770075,0.008258633
1215,0.011770075,0.008258633
1216,0.011770075,0.008258633
1217,0.011770075,0.008258633
1218,0.011770075,0.008258633
1219,0.011770075,0.008258633
1220,0.011770075,0.008258633
1221,0.011770075,0.008258633
1222,0.011770075,0.008258633
1223,0.011770075,0.008258633
1224,0.011770075,0.008258633
1225,0.011770075,0.008258633
1226,0.011770075,0.008258633
1227,0.011770075,0.008258633
1228,0.011770075,0.008258633
1229,0.011770075,0.008258633
1230,0.011770075,0.008258633
1231,0.011770075,0.008258633
1232,0.011770075,0.008258633
1233,0.011770075,0.008258633
1234,0.011770075,0.008258633
1235,0.011770075,0.008258633
1236,0.011770075,0.008258633
1237,0.011770075,0.008258633
1238,0.011770075,0.008258633
1239,0.011770075,0.008258633
1240,0.011770075,0.008258633
1241,0.011770075,0.008258633
1242,0.011770075,0.008258633
1243,0.011770075,0.008258633
1244,0.011770075,0.008258633
1245,0.011770075,0.008258633
1246,0.011770075,0.008258633
1247,0.011770075,0.008258633
1248,0.011770075,0.008258633
1249,0.011770075,0.008258633
1250,0.011770075,0.008258633
1251,0.011770075,0.008258633
1252,0.011770075,0.008258633
1253,0.011770075,0.008258633
1254,0.011770075,0.008258633
1255,0.011770075,0.008258633
1256,0.011770075,0.008258633
1257,0.011770075,0.008258633
1258,0.011770075,0.008258633
1259,0.011770075,0.008258633
1260,0.011770075,0.008258633
1261,0.011770075,0.008258633
1262,0.011770075,0.008258633
1263,0.011770075,0.008258633
1264,0.011770075,0.008258633
1265,0.011770075,0.008258633
1266,0.011770075,0.008258633
1267,0.011770075,0.008258633
1268,0.011770075,0.008258633
1269,0.011770075,0.008258633
1270,0.011770075,0.008258633
1271,0.011770075,0.008258633
1272,0.011770075,0.008258633
1273,0.011770075,0.008258633
1274,0.011770075,0.008258633
1275,0.011770075,0.008258633
1276,0.011770075,0.008258633
1277,0.011770075,0.008258633
1278,0.011770075,0.008258633
1279,0.011770075,0.008258633
1280,0.011770075,0.008258633
1281,0.011770075,0.008258633
1282,0.011770075,0.008258633
1283,0.011770075,0.008258633
1284,0.011770075,0.008258633
1285,0.011770075,0.008258633
1286,0.011770075,0.008258633
1287,0.011770075,0.008258633
1288,0.011770075,0.008258633
1289,0.011770075,0.008258633
1290,0.011770075,0.008258633
1291,0.011770075,0.008258633
1292,0.011770075,0.008258633
1293,0.011770075,0.008258633
1294,0.011770075,0.008258633
1295,0.011770075,0.008258633
1296,0.011770075,0.008258633
1297,0.011770075,0.008258633
1298,0.011770075,0.008258633
1299,0.011770075,0.008258633
1300,0.011770075,0.008258633
1301,0.011770075,0.008258633
1302,0.011770075,0.008258633
1303,0.011770075,0.008258633
1304,0.011770075,0.008258633
1305,0.011770075,0.008258633
1306,0.011770075,0.008258633
1307,0.011770075,0.008258633
1308,0.011770075,0.008258633
1309,0.011770075,0.008258633
1310,0.011770075,0.008258633
1311,0.011770075,0.008258633
1312,0.011770075,0.008258633
1313,0.011770075,0.008258633
1314,0.011770075,0.008258633
1315,0.011770075,0.008258633
1316,0.011770075,0.008258633
1317,0.011770075,0.008258633
1318,0.011770075,0.008258633
1319,0.011770075,0.008258633
1320,0.011770075,0.008258633
1321,0.011770075,0.008258633
1322,0.011770075,0.008258633
1323,0.011770075,0.008258633
1324,0.011770075,0.008258633
1325,0.011770075,0.008258633
1326,0.011770075,0.008258633
1327,0.011770075,0.008258633
1328,0.011770075,0.008258633
1329,0.011770075,0.008258633
1330,0.011770075,0.008258633
1331,0.011770075,0.008258633
1332,0.011770075,0.008258633
1333,0.011770075,0.008258633
1334,0.011770075,0.008258633
1335,0.011770075,0.008258633
1336,0.011770075,0.008258633
1337,0.011770075,0.008258633
1338,0.011770075,0.008258633
1339,0.011770075,0.008258633
1340,0.011770075,0.008258633
1341,0.011770075,0.008258633
1342,0.011770075,0.008258633
1343,0.011770075,0.008258633
1344,0.011770075,0.008258633
1345,0.011770075,0.008258633
1346,0.011770075,0.008258633
1347,0.011770075,0.008258633
1348,0.011770075,0.008258633
1349,0.011770075,0.008258633
1350,0.011770075,0.008258633
1351,0.011770075,0.008258633
1352,0.011770075,0.008258633
1353,0.011770075,0.008258633
1354,0.011770075,0.008258633
1355,0.011770075,0.008258633
1356,0.011770075,0.008258633
1357,0.011770075,0.008258633
1358,0.011770075,0.008258633
1359,0.011770075,0.008258633
1360,0.011770075,0.008258633
1361,0.011770075,0.008258633
1362,0.011770075,0.008258633
1363,0.011770075,0.008258633
1364,0.011770075,0.008258633
1365,0.011770075,0.008258633
1366,0.011770075,0.008258633
1367,0.011770075,0.008258633
1368,0.011770075,0.008258633
1369,0.011770075,0.008258633
1370,0.011770075,0.008258633
1371,0.011770075,0.008258633
1372,0.011770075,0.008258633
1373,0.011770075,0.008258633
1374,0.011770075,0.008258633
1375,0.011770075,0.008258633
1376,0.011770075,0.008258633
1377,0.011770075,0.008258633
1378,0.011770075,0.008258633
1379,0.011770075,0.008258633
1380,0.011770075,0.008258633
1381,0.011770075,0.008258633
1382,0.011770075,0.008258633
1383,0.011770075,0.008258633
1384,0.011770075,0.008258633
1385,0.011770075,0.008258633
1386,0.011770075,0.008258633
1387,0.011770075,0.008258633
1388,0.011770075,0.008258633
1389,0.011770075,0.008258633
1390,0.011770075,0.008258633
1391,0.011770075,0.008258633
1392,0.011770075,0.008258633
1393,0.011770075,0.008258633
1394,0.011770075,0.008258633
1395,0.011770075,0.008258633
1396,0.011770075,0.008258633
1397,0.011770075,0.008258633
1398,0.011770075,0.008258633
1399,0.011770075,0.008258633
1400,0.011770075,0.008258633
1401,0.011770075,0.008258633
1402,0.011770075,0.008258633
1403,0.011770075,0.008258633
1404,0.011770075,0.008258633
1405,0.011770075,0.008258633
1406,0.011770075,0.008258633
1407,0.011770075,0.008258633
1408,0.011770075,0.008258633
1409,0.011770075,0.008258633
1410,0.011770075,0.008258633
1411,0.011770075,0.008258633
1412,0.011770075,0.008258633
1413,0.011770075,0.008258633
1414,0.011770075,0.008258633
1415,0.011770075,0.008258633
1416,0.011770075,0.008258633
1417,0.011770075,0.008258633
1418,0.011770075,0.008258633
1419,0.011770075,0.008258633
1420,0.011770075,0.008258633
1421,0.011770075,0.008258633
1422,0.011770075,0.008258633
1423,0.011770075,0.008258633
1424,0.011770075,0.008258633
1425,0.011770075,0.008258633
1426,0.011770075,0.008258633
1427,0.011770075,0.008258633
1428,0.011770075,0.008258633
1429,0.011770075,0.008258633
1430,0.011770075,0.008258633
1431,0.011770075,0.008258633
1432,0.011770075,0.008258633
1433,0.011770075,0.008258633
1434,0.011770075,0.008258633
1435,0.011770075,0.008258633
1436,0.011770075,0.008258633
1437,0.011770075,0.008258633
1438,0.011770075,0.008258633
1439,0.011770075,0.008258633
1440,0.011770075,0.008258633
1441,0.011770075,0.008258633
1442,0.011770075,0.008258633
1443,0.011770075,0.008258633
1444,0.011770075,0.008258633
1445,0.011770075,0.008258633
1446,0.011770075,0.008258633
1447,0.011770075,0.008258633
1448,0.011770075,0.008258633
1449,0.011770075,0.008258633
1450,0.011770075,0.008258633
1451,0.011770075,0.008258633
1452,0.011770075,0.008258633
1453,0.011770075,0.008258633
1454,0.011770075,0.008258633
1455,0.011770075,0.008258633
1456,0.011770075,0.008258633
1457,0.011770075,0.008258633
1458,0.011770075,0.008258633
1459,0.011770075,0.008258633
1460,0.011770075,0.008258633
1461,0.011770075,0.008258633
1462,0.011770075,0.008258633
1463,0.011770075,0.008258633
1464,0.011770075,0.008258633
1465,0.011770075,0.008258633
1466,0.011770075,0.008258633
1467,0.011770075,0.008258633
1468,0.011770075,0.008258633
1469,0.011770075,0.008258633
1470,0.011770075,0.008258633
1471,0.011770075,0.008258633
1472,0.011770075,0.008258633
1473,0.011770075,0.008258633
1474,0.011770075,0.008258633
1475,0.011770075,0.008258633
1476,0.011770075,0.008258633
1477,0.011770075,0.008258633
1478,0.011770075,0.008258633
1479,0.011770075,0.008258633
1480,0.011770075,0.008258633
1481,0.011770075,0.008258633
1482,0.011770075,0.008258633
1483,0.011770075,0.008258633
1484,0.011770075,0.008258633
1485,0.011770075,0.008258633
1486,0.011770075,0.008258633
1487,0.011770075,0.008258633
1488,0.011770075,0.008258633
1489,0.011770075,0.008258633
1490,0.011770075,0.008258633
1491,0.011770075,0.008258633
1492,0.011770075,0.008258633
1493,0.011770075,0.008258633
1494,0.011770075,0.008258633
1495,0.011770075,0.008258633
1496,0.011770075,0.008258633
1497,0.011770075,0.008258633
1498,0.011770075,0.008258633
1499,0.011770075,0.008258633
1500,0.011770075,0.008258633
1501,0.011770075,0.008258633
1502,0.011770075,0.008258633
1503,0.011770075,0.008258633
1504,0.011770075,0.008258633
1505,0.011770075,0.008258633
1506,0.011770075,0.008258633
1507,0.011770075,0.008258633
1508,0.011770075,0.008258633
1509,0.011770075,0.008258633
1510,0.011770075,0.008258633
1511,0.011770075,0.008258633
1512,0.011770075,0.008258633
1513,0.011770075,0.008258633
1514,0.011770075,0.008258633
1515,0.011770075,0.008258633
1516,0.011770075,0.008258633
1517,0.011770075,0.008258633
1518,0.011770075,0.008258633
1519,0.011770075,0.008258633
1520,0.011770075,0.008258633
1521,0.011770075,0.008258633
1522,0.011770075,0.008258633
1523,0.011770075,0.008258633
1524,0.011770075,0.008258633
1525,0.011770075,0.008258633
1526,0.011770075,0.008258633
1527,0.011770075,0.008258633
1528,0.011770075,0.008258633
1529,0.011770075,0.008258633
1530,0.011770075,0.008258633
1531,0.011770075,0.008258633
1532,0.011770075,0.008258633
1533,0.011770075,0.008258633
1534,0.011770075,0.008258633
1535,0.011770075,0.008258633
1536,0.011770075,0.008258633
1537,0.011770075,0.008258633
1538,0.011770075,0.008258633
1539,0.011770075,0.008258633
1540,0.011770075,0.008258633
1541,0.011770075,0.008258633
1542,0.011770075,0.008258633
1543,0.011770075,0.008258633
1544,0.011770075,0.008258633
1545,0.011770075,0.008258633
1546,0.011770075,0.008258633
1547,0.011770075,0.008258633
1548,0.011770075,0.008258633
1549,0.011770075,0.008258633
1550,0.011770075,0.008258633
1551,0.011770075,0.008258633
1552,0.011770075,0.008258633
1553,0.011770075,0.008258633
1554,0.011770075,0.008258633
1555,0.011770075,0.008258633
1556,0.011770075,0.008258633
1557,0.011770075,0.008258633
1558,0.011770075,0.008258633
1559,0.011770075,0.008258633
1560,0.011770075,0.008258633
1561,0.011770075,0.008258633
1562,0.011770075,0.008258633
1563,0.011770075,0.008258633
1564,0.011770075,0.008258633
1565,0.011770075,0.008258633
1566,0.011770075,0.008258633
1567,0.011770075,0.008258633
1568,0.011770075,0.008258633
1569,0.011770075,0.008258633
1570,0.011770075,0.008258633
1571,0.011770075,0.008258633
1572,0.011770075,0.008258633
1573,0.011770075,0.008258633
1574,0.011770075,0.008258633
1575,0.011770075,0.008258633
1576,0.011770075,0.008258633
1577,0.011770075,0.008258633
1578,0.011770075,0.008258633
1579,0.011770075,0.008258633
1580,0.011770075,0.008258633
1581,0.011770075,0.008258633
1582,0.011770075,0.008258633
1583,0.011770075,0.008258633
1584,0.011770075,0.008258633
1585,0.011770075,0.008258633
1586,0.011770075,0.008258633
1587,0.011770075,0.008258633
1588,0.011770075,0.008258633
1589,0.011770075,0.008258633
1590,0.011770075,0.008258633
1591,0.011770075,0.008258633
1592,0.011770075,0.008258633
1593,0.011770075,0.008258633
1594,0.011770075,0.008258633
1595,0.011770075,0.008258633
1596,0.011770075,0.008258633
1597,0.011770075,0.008258633
1598,0.011770075,0.008258633
1599,0.011770075,0.008258633
1600,0.011770075,0.008258633
1601,0.011770075,0.008258633
1602,0.011770075,0.008258633
1603,0.011770075,0.008258633
1604,0.011770075,0.008258633
1605,0.011770075,0.008258633
1606,0.011770075,0.008258633
1607,0.011770075,0.008258633
1608,0.011770075,0.008258633
1609,0.011770075,0.008258633
1610,0.011770075,0.008258633
1611,0.011770075,0.008258633
1612,0.011770075,0.008258633
1613,0.011770075,0.008258633
1614,0.011770075,0.008258633
1615,0.011770075,0.008258633
1616,0.011770075,0.008258633
1617,0.011770075,0.008258633
1618,0.011770075,0.008258633
1619,0.011770075,0.008258633
1620,0.011770075,0.008258633
1621,0.011770075,0.008258633
1622,0.011770075,0.008258633
1623,0.011770075,0.008258633
1624,0.011770075,0.008258633
1625,0.011770075,0.008258633
1626,0.011770075,0.008258633
1627,0.011770075,0.008258633
1628,0.011770075,0.008258633
1629,0.011770075,0.008258633
1630,0.011770075,0.008258633
1631,0.011770075,0.008258633
1632,0.011770075,0.008258633
1633,0.011770075,0.008258633
1634,0.011770075,0.008258633
1635,0.011770075,0.008258633
1636,0.011770075,0.008258633
1637,0.011770075,0.008258633
1638,0.011770075,0.008258633
1639,0.011770075,0.008258633
1640,0.011770075,0.008258633
1641,0.011770075,0.008258633
1642,0.011770075,0.008258633
1643,0.011770075,0.008258633
1644,0.011770075,0.008258633
1645,0.011770075,0.008258633
1646,0.011770075,0.008258633
1647,0.011770075,0.008258633
1648,0.011770075,0.008258633
1649,0.011770075,0.008258633
1650,0.011770075,0.008258633
1651,0.011770075,0.008258633
1652,0.011770075,0.008258633
1653,0.011770075,0.008258633
1654,0.011770075,0.008258633
1655,0.011770075,0.008258633
1656,0.011770075,0.008258633
1657,0.011770075,0.008258633
1658,0.011770075,0.008258633
1659,0.011770075,0.008258633
1660,0.011770075,0.008258633
1661,0.011770075,0.008258633
1662,0.011770075,0.008258633
1663,0.011770075,0.008258633
1664,0.011770075,0.008258633
1665,0.011770075,0.008258633
1666,0.011770075,0.008258633
1667,0.011770075,0.008258633
1668,0.011770075,0.008258633
1669,0.011770075,0.008258633
1670,0.011770075,0.008258633
1671,0.011770075,0.008258633
1672,0.011770075,0.008258633
1673,0.011770075,0.008258633
1674,0.011770075,0.008258633
1675,0.011770075,0.008258633
1676,0.011770075,0.008258633
1677,0.011770075,0.008258633
1678,0.011770075,0.008258633
1679,0.011770075,0.008258633
1680,0.011770075,0.008258633
1681,0.011770075,0.008258633
1682,0.011770075,0.008258633
1683,0.011770075,0.008258633
1684,0.011770075,0.008258633
1685,0.011770075,0.008258633
1686,0.011770075,0.008258633
1687,0.011770075,0.008258633
1688,0.011770075,0.008258633
1689,0.011770075,0.008258633
1690,0.011770075,0.008258633
1691,0.011770075,0.008258633
1692,0.011770075,0.008258633
1693,0.011770075,0.008258633
1694,0.011770075,0.008258633
1695,0.011770075,0.008258633
1696,0.011770075,0.008258633
1697,0.011770075,0.008258633
1698,0.011770075,0.008258633
1699,0.011770075,0.008258633
1700,0.011770075,0.008258633
1701,0.011770075,0.008258633
1702,0.011770075,0.008258633
1703,0.011770075,0.008258633
1704,0.011770075,0.008258633
1705,0.011770075,0.008258633
1706,0.011770075,0.008258633
1707,0.011770075,0.008258633
1708,0.011770075,0.008258633
1709,0.011770075,0.008258633
1710,0.011770075,0.008258633
1711,0.011770075,0.008258633
1712,0.011770075,0.008258633
1713,0.011770075,0.008258633
1714,0.011770075,0.008258633
1715,0.011770075,0.008258633
1716,0.011770075,0.008258633
1717,0.011770075,0.008258633
1718,0.011770075,0.008258633
1719,0.011770075,0.008258633
1720,0.011770075,0.008258633
1721,0.011770075,0.008258633
1722,0.011770075,0.008258633
1723,0.011770075,0.008258633
1724,0.011770075,0.008258633
1725,0.011770075,0.008258633
1726,0.011770075,0.008258633
1727,0.011770075,0.008258633
1728,0.011770075,0.008258633
1729,0.011770075,0.008258633
1730,0.011770075,0.008258633
1731,0.011770075,0.008258633
1732,0.011770075,0.008258633
1733,0.011770075,0.008258633
1734,0.011770075,0.008258633
1735,0.011770075,0.008258633
1736,0.011770075,0.008258633
1737,0.011770075,0.008258633
1738,0.011770075,0.008258633
1739,0.011770075,0.008258633
1740,0.011770075,0.008258633
1741,0.011770075,0.008258633
1742,0.011770075,0.008258633
1743,0.011770075,0.008258633
1744,0.011770075,0.008258633
1745,0.011770075,0.008258633
1746,0.011770075,0.008258633
1747,0.011770075,0.008258633
1748,0.011770075,0.008258633
1749,0.011770075,0.008258633
1750,0.011770075,0.008258633
1751,0.011770075,0.008258633
1752,0.011770075,0.008258633
1753,0.011770075,0.008258633
1754,0.011770075,0.008258633
1755,0.011770075,0.008258633
1756,0.011770075,0.008258633
1757,0.011770075,0.008258633
1758,0.011770075,0.008258633
1759,0.011770075,0.008258633
1760,0.011770075,0.008258633
1761,0.011770075,0.008258633
1762,0.011770075,0.008258633
1763,0.011770075,0.008258633
1764,0.011770075,0.008258633
1765,0.011770075,0.008258633
1766,0.011770075,0.008258633
1767,0.011770075,0.008258633
1768,0.011770075,0.008258633
1769,0.011770075,0.008258633
1770,0.011770075,0.008258633
1771,0.011770075,0.008258633
1772,0.011770075,0.008258633
1773,0.011770075,0.008258633
1774,0.011770075,0.008258633
1775,0.011770075,0.008258633
1776,0.011770075,0.008258633
1777,0.011770075,0.008258633
1778,0.011770075,0.008258633
1779,0.011770075,0.008258633
1780,0.011770075,0.008258633
1781,0.011770075,0.008258633
1782,0.011770075,0.008258633
1783,0.011770075,0.008258633
1784,0.011770075,0.008258633
1785,0.011770075,0.008258633
1786,0.011770075,0.008258633
1787,0.011770075,0.008258633
1788,0.011770075,0.008258633
1789,0.011770075,0.008258633
1790,0.011770075,0.008258633
1791,0.011770075,0.008258633
1792,0.011770075,0.008258633
1793,0.011770075,0.008258633
1794,0.011770075,0.008258633
1795,0.011770075,0.008258633
1796,0.011770075,0.008258633
1797,0.011770075,0.008258633
1798,0.011770075,0.008258633
1799,0.011770075,0.008258633
1800,0.011770075,0.008258633
1801,0.011770075,0.008258633
1802,0.011770075,0.008258633
1803,0.011770075,0.008258633
1804,0.011770075,0.008258633
1805,0.011770075,0.008258633
1806,0.011770075,0.008258633
1807,0.011770075,0.008258633
1808,0.011770075,0.008258633
1809,0.011770075,0.008258633
1810,0.011770075,0.008258633
1811,0.011770075,0.008258633
1812,0.011770075,0.008258633
1813,0.011770075,0.008258633
1814,0.011770075,0.008258633
1815,0.011770075,0.008258633
1816,0.011770075,0.008258633
1817,0.011770075,0.008258633
1818,0.011770075,0.008258633
1819,0.011770075,0.008258633
1820,0.011770075,0.008258633
1821,0.011770075,0.008258633
1822,0.011770075,0.008258633
1823,0.011770075,0.008258633
1824,0.011770075,0.008258633
1825,0.011770075,0.008258633
1826,0.011770075,0.008258633
1827,0.011770075,0.008258633
1828,0.011770075,0.008258633
1829,0.011770075,0.008258633
1830,0.011770075,0.008258633
1831,0.011770075,0.008258633
1832,0.011770075,0.008258633
1833,0.011770075,0.008258633
1834,0.011770075,0.008258633
1835,0.011770075,0.008258633
1836,0.011770075,0.008258633
1837,0.011770075,0.008258633
1838,0.011770075,0.008258633
1839,0.011770075,0.008258633
1840,0.011770075,0.008258633
1841,0.011770075,0.008258633
1842,0.011770075,0.008258633
1843,0.011770075,0.008258633
1844,0.011770075,0.008258633
1845,0.011770075,0.008258633
1846,0.011770075,0.008258633
1847,0.011770075,0.008258633
1848,0.011770075,0.008258633
1849,0.011770075,0.008258633
1850,0.011770075,0.008258633
1851,0.011770075,0.008258633
1852,0.011770075,0.008258633
1853,0.011770075,0.008258633
1854,0.011770075,0.008258633
1855,0.011770075,0.008258633
1856,0.011770075,0.008258633
1857,0.011770075,0.008258633
1858,0.011770075,0.008258633
1859,0.011770075,0.008258633
1860,0.011770075,0.008258633
1861,0.011770075,0.008258633
1862,0.011770075,0.008258633
1863,0.011770075,0.008258633
1864,0.011770075,0.008258633
1865,0.011770075,0.008258633
1866,0.011770075,0.008258633
1867,0.011770075,0.008258633
1868,0.011770075,0.008258633
1869,0.011770075,0.008258633
1870,0.011770075,0.008258633
1871,0.011770075,0.008258633
1872,0.011770075,0.008258633
1873,0.011770075,0.008258633
1874,0.011770075,0.008258633
1875,0.011770075,0.008258633
1876,0.011770075,0.008258633
1877,0.011770075,0.008258633
1878,0.011770075,0.008258633
1879,0.011770075,0.008258633
1880,0.011770075,0.008258633
1881,0.011770075,0.008258633
1882,0.011770075,0.008258633
1883,0.011770075,0.008258633
1884,0.011770075,0.008258633
1885,0.011770075,0.008258633
1886,0.011770075,0.008258633
1887,0.011770075,0.008258633
1888,0.011770075,0.008258633
1889,0.011770075,0.008258633
1890,0.011770075,0.008258633
1891,0.011770075,0.008258633
1892,0.011770075,0.008258633
1893,0.011770075,0.008258633
1894,0.011770075,0.008258633
1895,0.011770075,0.008258633
1896,0.011770075,0.008258633
1897,0.011770075,0.008258633
1898,0.011770075,0.008258633
1899,0.011770075,0.008258633
1900,0.011770075,0.008258633
1901,0.011770075,0.008258633
1902,0.011770075,0.008258633
1903,0.011770075,0.008258633
1904,0.011770075,0.008258633
1905,0.011770075,0.008258633
1906,0.011770075,0.008258633
1907,0.011770075,0.008258633
1908,0.011770075,0.008258633
1909,0.011770075,0.008258633
1910,0.011770075,0.008258633
1911,0.011770075,0.008258633
1912,0.011770075,0.008258633
1913,0.011770075,0.008258633
1914,0.011770075,0.008258633
1915,0.011770075,0.008258633
1916,0.011770075,0.008258633
1917,0.011770075,0.008258633
1918,0.011770075,0.008258633
1919,0.011770075,0.008258633
1920,0.011770075,0.008258633
