Leaf Size,In Sample RMSE,Out of Sample RMSE
334,0.851962245,0.816917025
335,0.853370843,0.798326965
336,0.846548923,0.791717517
337,0.866333848,0.805009914
338,0.865813532,0.833543716
339,0.839446173,0.789332348
340,0.846679521,0.81518322
341,0.865613333,0.812912671
342,0.80507576,0.761378342
343,0.87435984,0.846074809
344,0.873479854,0.835447283
345,0.871438091,0.828241033
346,0.835473995,0.783893563
347,0.861786491,0.842377533
348,0.821715913,0.773071581
349,0.861816258,0.767386552
350,0.858708949,0.7916183
351,0.860129769,0.774219982
352,0.853133016,0.830286514
353,0.85895208,0.808091611
354,0.87487378,0.823933829
355,0.858119497,0.811712339
356,0.859953536,0.821876865
357,0.870654953,0.817123252
358,0.883428822,0.845728941
359,0.849510407,0.798700623
360,0.865112899,0.823318257
361,0.877050061,0.826505774
362,0.864031648,0.833807639
363,0.859183709,0.808794743
364,0.868346164,0.818295948
365,0.859273895,0.843621783
366,0.876627854,0.820937055
367,0.822347912,0.778400333
368,0.85880866,0.797907014
369,0.852651133,0.83490135
370,0.850408831,0.788140348
371,0.894188444,0.845292698
372,0.876493552,0.836572378
373,0.831181964,0.799162655
374,0.870612075,0.809673908
375,0.871759146,0.826997855
376,0.88210553,0.82953893
377,0.817668044,0.781842321
378,0.840503011,0.782185412
379,0.832142228,0.786919021
380,0.859989253,0.823355585
381,0.846426201,0.829152247
382,0.879541762,0.824157186
383,0.868230169,0.802299272
384,0.881973763,0.862802752
385,0.811687747,0.768885284
386,0.869174723,0.812916391
387,0.882359781,0.818248354
388,0.882392329,0.827117393
389,0.826832805,0.814992243
390,0.845538514,0.804725872
391,0.850865143,0.78248842
392,0.845975749,0.835269993
393,0.874164175,0.834062346
394,0.855874189,0.821572179
395,0.858952617,0.820500244
396,0.80141388,0.755418646
397,0.874812519,0.836626461
398,0.849421528,0.804587358
399,0.85747523,0.818941082
400,0.863988213,0.808169895
401,0.807325924,0.757472206
402,0.873703659,0.820098815
403,0.886850144,0.837933616
404,0.844633516,0.800406417
405,0.836097111,0.769402645
406,0.828436049,0.806959218
407,0.891107676,0.838471918
408,0.889154493,0.859961666
409,0.854014284,0.815849195
410,0.865531891,0.824969876
411,0.84682921,0.828074299
412,0.828336471,0.745206085
413,0.870645203,0.833144696
414,0.879744837,0.829411207
415,0.840322156,0.83276095
416,0.878283091,0.818910775
417,0.848335966,0.836667025
418,0.855521902,0.782179848
419,0.890459822,0.851918855
420,0.839837082,0.773537258
421,0.813153656,0.770188457
422,0.844994713,0.790716261
423,0.850409765,0.807472715
424,0.829587415,0.809094371
425,0.869187421,0.822153851
426,0.876829031,0.838414958
427,0.859363623,0.848093158
428,0.885291732,0.850393487
429,0.864082676,0.819779057
430,0.867244003,0.801955097
431,0.88703547,0.857488636
432,0.841427935,0.801412447
433,0.827369203,0.765515036
434,0.820499151,0.785617912
435,0.884925641,0.822496862
436,0.855711153,0.824294352
437,0.880348872,0.859876612
438,0.810487875,0.756945332
439,0.888486283,0.841253881
440,0.869320409,0.828896736
441,0.872825162,0.811052436
442,0.856949197,0.810121826
443,0.855822167,0.80951025
444,0.869329965,0.817240614
445,0.866443013,0.808383079
446,0.852620611,0.799042385
447,0.886866003,0.841047584
448,0.878659653,0.830926076
449,0.859068384,0.79829865
450,0.881928261,0.834553759
451,0.845021454,0.784185872
452,0.875614815,0.821563418
453,0.882316017,0.829433504
454,0.85775095,0.824886227
455,0.867106522,0.812507744
456,0.848867507,0.795639301
457,0.847066613,0.833694354
458,0.864305945,0.819520581
459,0.866701281,0.825857247
460,0.850858131,0.797975843
461,0.876173416,0.840293386
462,0.846888835,0.808790151
463,0.840924204,0.820235739
464,0.839438348,0.789032109
465,0.874482493,0.838791439
466,0.849054984,0.782486149
467,0.868819955,0.792783831
468,0.869664443,0.804628726
469,0.846543155,0.820749581
470,0.838738553,0.781944423
471,0.869206528,0.805105747
472,0.849170016,0.803893307
473,0.879780516,0.851388711
474,0.864775018,0.822330378
475,0.84487736,0.782178322
476,0.877273008,0.830189471
477,0.872704173,0.800917071
478,0.900627203,0.848288835
479,0.878425087,0.835681028
480,0.829650011,0.761179854
481,0.831619176,0.790495122
482,0.864143797,0.801528345
483,0.890279359,0.838819881
484,0.863920311,0.830180921
485,0.863461046,0.796093352
486,0.83755848,0.796166574
487,0.895271023,0.833312423
488,0.85126198,0.787795056
489,0.831269463,0.80558921
490,0.868809031,0.826001559
491,0.850257975,0.789560977
492,0.862252622,0.812998111
493,0.840117947,0.785405667
494,0.87358988,0.814676349
495,0.853550622,0.797683146
496,0.87864923,0.846295084
497,0.860265962,0.813157395
498,0.882745583,0.823904769
499,0.850495537,0.782995918
500,0.828605159,0.775862398
501,0.846058599,0.789571449
502,0.822167055,0.772570216
503,0.874945191,0.799526266
504,0.857760693,0.796393357
505,0.847781336,0.784846076
506,0.880245394,0.821739386
507,0.87242539,0.838672676
508,0.847540356,0.759493688
509,0.86637896,0.812387948
510,0.811047102,0.777979217
511,0.88128925,0.812487846
512,0.87561234,0.843144649
513,0.845603749,0.791340026
514,0.889219735,0.849901083
515,0.882824729,0.838112248
516,0.837436716,0.768066544
517,0.88356976,0.859041391
518,0.856551758,0.793526195
519,0.888408182,0.8413283
520,0.850964667,0.802971487
521,0.830512127,0.794389263
522,0.848783673,0.781390585
523,0.84523447,0.799040726
524,0.867346124,0.795935462
525,0.893546958,0.844295825
526,0.856533496,0.787803419
527,0.887098205,0.835912357
528,0.840417155,0.771185924
529,0.845435114,0.801890474
530,0.887473493,0.836417604
531,0.858463213,0.793262174
532,0.834109494,0.784367146
533,0.892208632,0.837364193
534,0.878090787,0.800273848
535,0.852744242,0.813911761
536,0.831380343,0.802793747
537,0.845723713,0.831275415
538,0.891155099,0.857488992
539,0.890599903,0.844277316
540,0.883441726,0.835652675
541,0.888078547,0.825116911
542,0.889597685,0.846351363
543,0.876489274,0.829678604
544,0.832889048,0.784610669
545,0.86066019,0.811993297
546,0.841794997,0.805798733
547,0.868982538,0.812009923
548,0.858580046,0.802057457
549,0.894618069,0.840476234
550,0.880365397,0.833087278
551,0.87340399,0.851869837
552,0.846053161,0.789017108
553,0.89084046,0.823928532
554,0.854565524,0.798174895
555,0.853425823,0.797671144
556,0.887074093,0.84697274
557,0.890727842,0.862103965
558,0.896270513,0.84324055
559,0.893277429,0.849172556
560,0.86097978,0.800100538
561,0.826039683,0.770490378
562,0.865095909,0.797486724
563,0.868035168,0.799037666
564,0.890259135,0.843056559
565,0.87928153,0.794488923
566,0.855048201,0.790187106
567,0.855852725,0.786447699
568,0.883015589,0.836469107
569,0.887219095,0.840655261
570,0.885416778,0.825067261
571,0.85785633,0.800195622
572,0.865767285,0.801568152
573,0.888232833,0.840262403
574,0.833924516,0.781221886
575,0.843996423,0.787015764
576,0.890214804,0.84613415
577,0.889756403,0.817104218
578,0.879653522,0.824928485
579,0.882482784,0.852502621
580,0.846595808,0.798828617
581,0.901971754,0.829957919
582,0.857356587,0.8128193
583,0.887157615,0.82591187
584,0.824820439,0.765814607
585,0.878942962,0.819702587
586,0.892340919,0.829371133
587,0.859776257,0.813833736
588,0.885235037,0.811178317
589,0.853735738,0.792104951
590,0.835646447,0.767272548
591,0.891368061,0.83033866
592,0.888303491,0.838097817
593,0.859012466,0.796812331
594,0.879664267,0.824885233
595,0.851342661,0.790684789
596,0.878804096,0.826125965
597,0.875011287,0.840138959
598,0.839356652,0.790206888
599,0.890392122,0.849374885
600,0.871685704,0.806100452
601,0.849416909,0.805049728
602,0.881351046,0.860008597
603,0.876321157,0.85236442
604,0.868086449,0.807680635
605,0.852574077,0.805868268
606,0.850414083,0.79183555
607,0.840826428,0.788566171
608,0.892023015,0.842904755
609,0.873681261,0.847328186
610,0.889136392,0.820188255
611,0.865400716,0.828997498
612,0.87135419,0.799102662
613,0.842732531,0.769541546
614,0.816099869,0.796277094
615,0.867104716,0.80590232
616,0.874666972,0.807413143
617,0.871840662,0.80536555
618,0.846195157,0.792663676
619,0.877927539,0.833864277
620,0.833115506,0.762796668
621,0.885066895,0.864141204
622,0.854897729,0.812075671
623,0.852945889,0.80407885
624,0.893385589,0.821585553
625,0.834405628,0.794117926
626,0.853295485,0.79500213
627,0.858758882,0.803052078
628,0.81881429,0.763010932
629,0.890185423,0.823783275
630,0.841703002,0.792957413
631,0.849694044,0.790746258
632,0.865474783,0.788936697
633,0.870668278,0.813098004
634,0.886406399,0.842195259
635,0.87377564,0.820593977
636,0.880521285,0.821159128
637,0.825934447,0.792485234
638,0.872854181,0.810527335
639,0.888121941,0.838893506
640,0.871030444,0.822929523
641,0.829976709,0.752727765
642,0.895281811,0.830247327
643,0.849199219,0.785524389
644,0.885962894,0.816029611
645,0.849581572,0.803740018
646,0.871206421,0.802349371
647,0.865880496,0.795830838
648,0.889794074,0.832461835
649,0.821737983,0.770421178
650,0.848821447,0.803775859
651,0.859440231,0.816310845
652,0.897180951,0.844885004
653,0.860701852,0.803671042
654,0.889382289,0.839371094
655,0.842764583,0.785692355
656,0.850329291,0.832143172
657,0.887404274,0.824616097
658,0.851422694,0.810507183
659,0.896140367,0.846155997
660,0.844034321,0.778187657
661,0.883631367,0.814547841
662,0.830697292,0.774944345
663,0.855047573,0.805954338
664,0.889479638,0.840752143
665,0.880649038,0.84343743
666,0.838956845,0.770263029
667,0.887698702,0.83562074
668,0.902190949,0.82959303
669,0.824596944,0.807066643
670,0.832331041,0.775825543
671,0.903825311,0.836643599
672,0.834398329,0.783751165
673,0.877521222,0.808109013
674,0.868808401,0.80249141
675,0.892465798,0.853908309
676,0.874628777,0.81119535
677,0.826008052,0.762110777
678,0.87901971,0.829801207
679,0.904051281,0.845794312
680,0.88673063,0.834933312
681,0.880482706,0.859444938
682,0.872521373,0.816323475
683,0.89013527,0.853142969
684,0.856846725,0.806097197
685,0.809100113,0.748778039
686,0.872399627,0.802562205
687,0.893024624,0.829548228
688,0.839981628,0.797496769
689,0.89666486,0.846644418
690,0.8817934,0.811294365
691,0.881245535,0.808899522
692,0.892635452,0.819160252
693,0.863371013,0.7921498
694,0.838582488,0.753730472
695,0.883477885,0.814652957
696,0.871577392,0.808534067
697,0.865259949,0.814733026
698,0.884323754,0.831581651
699,0.891008051,0.830634347
700,0.860638476,0.805829434
701,0.862270259,0.803258759
702,0.888643504,0.837344595
703,0.866500217,0.803038933
704,0.855140305,0.80069932
705,0.862631156,0.808178144
706,0.860549251,0.814201109
707,0.882837388,0.822278488
708,0.830400187,0.761737027
709,0.861881028,0.795411604
710,0.835530948,0.804977212
711,0.870027023,0.8014247
712,0.844396348,0.826560462
713,0.887039571,0.82255933
714,0.89396364,0.836083819
715,0.878638742,0.833528372
716,0.844007612,0.790418731
717,0.858097469,0.792908314
718,0.884428332,0.830714478
719,0.863605002,0.801431884
720,0.863683335,0.826631127
721,0.892342743,0.848457521
722,0.847519811,0.792061212
723,0.868910415,0.820370057
724,0.881711095,0.836278407
725,0.867515248,0.793357538
726,0.888551873,0.839887335
727,0.86118423,0.802121538
728,0.880313381,0.813288879
729,0.810840495,0.755888561
730,0.865888937,0.827595493
731,0.883507201,0.810805744
732,0.877541097,0.802961632
733,0.871916349,0.804901926
734,0.849688046,0.788290794
735,0.88782091,0.862137669
736,0.869644951,0.859332427
737,0.845359743,0.784351637
738,0.883475342,0.815594217
739,0.842824198,0.776289366
740,0.902630054,0.840566662
741,0.844266205,0.764571973
742,0.886238076,0.855884844
743,0.892553307,0.833375906
744,0.874212796,0.83378165
745,0.892555973,0.833956707
746,0.854395024,0.792069604
747,0.853838115,0.800690881
748,0.874793494,0.825180136
749,0.846690811,0.779575233
750,0.855574375,0.835431562
751,0.878077444,0.809447031
752,0.889846332,0.852457244
753,0.873233744,0.844702327
754,0.893894816,0.843955144
755,0.866068433,0.807876068
756,0.82217571,0.780599093
757,0.880085439,0.819762985
758,0.833309595,0.781963168
759,0.863505169,0.809801096
760,0.863613762,0.794187633
761,0.857397124,0.811687517
762,0.883401622,0.825671288
763,0.891647695,0.835125811
764,0.901780557,0.859239202
765,0.852668809,0.765058406
766,0.876995824,0.837067935
767,0.876044705,0.833348012
768,0.841815357,0.800659273
769,0.876128164,0.834486138
770,0.892812437,0.817657144
771,0.886474772,0.821990776
772,0.863224797,0.783946347
773,0.843522464,0.800054128
774,0.885927399,0.822196152
775,0.899390091,0.840230747
776,0.890309453,0.843717614
777,0.853203971,0.803788523
778,0.846815143,0.767269176
779,0.87240278,0.835882996
780,0.835227845,0.780674776
781,0.905857167,0.857937989
782,0.897164537,0.83870481
783,0.891101176,0.830231989
784,0.838795282,0.778690949
785,0.84062197,0.773710648
786,0.902225128,0.842881129
787,0.848214207,0.785225028
788,0.900010352,0.85156918
789,0.877109177,0.804032892
790,0.878024285,0.834088707
791,0.882438874,0.821955512
792,0.892911374,0.847257321
793,0.868906053,0.822950655
794,0.889723576,0.8353388
795,0.863553737,0.814297127
796,0.851291187,0.790645005
797,0.887517698,0.838360146
798,0.896341924,0.841483302
799,0.860546399,0.792463421
800,0.903859324,0.845142782
801,0.884132197,0.804362113
802,0.869189391,0.831864163
803,0.880447608,0.815198078
804,0.870138045,0.809459511
805,0.874705052,0.812627063
806,0.876680089,0.811132907
807,0.88045231,0.838292118
808,0.865769788,0.818877465
809,0.911205613,0.840683304
810,0.86882383,0.810501352
811,0.87192082,0.825231403
812,0.869660118,0.802594066
813,0.865488273,0.797269922
814,0.856303642,0.771347085
815,0.895335026,0.833396043
816,0.841880892,0.780860879
817,0.853342418,0.788042213
818,0.85349393,0.80188733
819,0.831790668,0.771121818
820,0.906367486,0.848886067
821,0.89781281,0.844189971
822,0.850793892,0.799345325
823,0.890926315,0.835143496
824,0.863797273,0.797314036
825,0.894065725,0.847438895
826,0.877909308,0.810747708
827,0.88589383,0.84673554
828,0.858324626,0.801049249
829,0.899633147,0.851323846
830,0.828460817,0.777139371
831,0.863954066,0.833812076
832,0.841436048,0.780425357
833,0.888981133,0.8419196
834,0.84781761,0.796957192
835,0.891660624,0.842931198
836,0.852023801,0.822226844
837,0.876704633,0.858055364
838,0.850611736,0.810477707
839,0.886200551,0.835331334
840,0.867299767,0.823058287
841,0.897895753,0.848594696
842,0.871660257,0.808512291
843,0.868905578,0.798901839
844,0.836995326,0.784600235
845,0.89493885,0.843335029
846,0.888185629,0.825086943
847,0.899790139,0.852851668
848,0.898529447,0.854649874
849,0.867034075,0.800154779
850,0.882508057,0.802903392
851,0.89688607,0.825444783
852,0.911123405,0.847782612
853,0.885630168,0.844743966
854,0.871476662,0.818854862
855,0.887828654,0.840179384
856,0.832271982,0.775406999
857,0.879034969,0.830458191
858,0.847454777,0.796936735
859,0.881716699,0.840923161
860,0.880111531,0.834341374
861,0.906142167,0.838785622
862,0.872026939,0.81621965
863,0.87684367,0.856301322
864,0.884134965,0.8375091
865,0.895031909,0.813732988
866,0.894782069,0.847980704
867,0.863390624,0.798184534
868,0.884321119,0.812096227
869,0.89347606,0.844586114
870,0.858400414,0.781299353
871,0.883937783,0.825242844
872,0.862020432,0.794074242
873,0.86688012,0.803408326
874,0.900209075,0.849650484
875,0.858976326,0.787576687
876,0.850302372,0.797604349
877,0.877144275,0.807912565
878,0.856439359,0.799002279
879,0.889340235,0.847349174
880,0.894766372,0.845448276
881,0.895700468,0.850757781
882,0.897478307,0.836442961
883,0.860304391,0.793387649
884,0.858179925,0.820243247
885,0.857462217,0.797242509
886,0.895158232,0.820948411
887,0.890881648,0.829598387
888,0.888472563,0.85588901
889,0.843144401,0.7995607
890,0.877132975,0.814332284
891,0.889356221,0.832668821
892,0.88023897,0.837013034
893,0.902505942,0.848612152
894,0.881360048,0.839886758
895,0.884671499,0.845577529
896,0.879330766,0.843087165
897,0.875070015,0.823802803
898,0.903916219,0.837863491
899,0.855931523,0.80899174
900,0.889007925,0.838833575
901,0.88435394,0.855480229
902,0.834048901,0.792246396
903,0.836457682,0.807964927
904,0.897769745,0.855257751
905,0.88048612,0.819308009
906,0.860179448,0.79807075
907,0.897673697,0.850407857
908,0.880415434,0.814134422
909,0.862056563,0.812803588
910,0.903160937,0.855660858
911,0.860888503,0.824178627
912,0.892439782,0.828294098
913,0.889074485,0.818755103
914,0.888762473,0.83023416
915,0.895796282,0.845245139
916,0.882031782,0.819530142
917,0.878295331,0.822720427
918,0.844679534,0.792889644
919,0.884386425,0.82587427
920,0.889026123,0.831709958
921,0.889006062,0.826875155
922,0.873588208,0.795057088
923,0.891122238,0.849524474
924,0.869319566,0.825572623
925,0.843236261,0.785462294
926,0.831875354,0.75957628
927,0.888352004,0.834547006
928,0.906952573,0.842986182
929,0.855628212,0.803685871
930,0.897279151,0.850836509
931,0.880943721,0.839950236
932,0.861521681,0.786817619
933,0.863365606,0.803302656
934,0.852291488,0.827836086
935,0.873477616,0.818296124
936,0.828405194,0.772637857
937,0.885308521,0.82416029
938,0.877513367,0.842267401
939,0.876922433,0.801407657
940,0.855880731,0.807112246
941,0.876004059,0.813964244
942,0.896900586,0.828789227
943,0.880897774,0.800811509
944,0.872665946,0.810461985
945,0.873773961,0.815497206
946,0.849923237,0.794760766
947,0.872848894,0.809818785
948,0.889651815,0.837225876
949,0.87787169,0.824316867
950,0.866146883,0.836696389
951,0.847902462,0.82483952
952,0.843123398,0.784489016
953,0.894543459,0.841954414
954,0.84883596,0.810703888
955,0.894293468,0.837779559
956,0.854699457,0.810279727
957,0.846975482,0.784135144
958,0.899253013,0.837928043
959,0.860471882,0.815471072
960,0.853747947,0.791580468
961,0.899089847,0.849577409
962,0.888862283,0.84682649
963,0.824324493,0.77660745
964,0.888309972,0.809289553
965,0.896605433,0.836516702
966,0.893423222,0.836453212
967,0.824748683,0.776940834
968,0.898010133,0.852732604
969,0.890330892,0.848686626
970,0.870860057,0.817672483
971,0.877135981,0.800309333
972,0.861874062,0.798004252
973,0.844416842,0.803543945
974,0.833146328,0.78745551
975,0.889521794,0.837924393
976,0.835161693,0.778220933
977,0.875319248,0.801452716
978,0.902360078,0.835400417
979,0.881639871,0.830103637
980,0.886005749,0.829306699
981,0.897932042,0.832461935
982,0.891232787,0.809665847
983,0.890239476,0.81657806
984,0.900151206,0.846788684
985,0.884609371,0.836232556
986,0.892796024,0.846961059
987,0.875798622,0.802303985
988,0.860400338,0.805525981
989,0.885576421,0.833035704
990,0.884642394,0.819992934
991,0.900901445,0.849353212
992,0.855308025,0.799749445
993,0.834828059,0.794298065
994,0.905322172,0.849157137
995,0.904050488,0.850454272
996,0.892226687,0.818556069
